,Nombre,Categoría,Sección,Descripción,Dimensiones,URL Imágenes
934,JAU8,Jaula,,JaulaJAU8Jaula mediana de plástico1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/JAU8/JAU8-720x540.png
935,JUE8,Juego,Bar y cafetería Casino,JuegoJUE8Bar y cafetería  Casino  Máquina tragaperras forrada nogal45x50x161Añadir al presupuesto,45x50x161,https://atrezzovazquez.es/admin/img_prod/JUE8/JUE8-1-720x540.png
936,SIL8,Silla,Frances Sillería,SillaSIL8Frances  Sillería  Silla Luis XVI blanca y oro tapizada azul47x42x95Añadir al presupuesto,47x42x95,https://atrezzovazquez.es/admin/img_prod/SIL8/SIL8-1-720x540.png
937,MEC8,Mecedora,,MecedoraMEC8Mecedora colonial balaustres tapizada73x79x97Añadir al presupuesto,73x79x97,https://atrezzovazquez.es/admin/img_prod/MEC8/MEC8-1-720x540.png
938,MOS8,Mostrador,Tienda,MostradorMOS8Tienda  Expositor de libros tubo gris80x40x210Añadir al presupuesto,80x40x210,https://atrezzovazquez.es/admin/img_prod/MOS8/MOS8 720x540.png
939,S8,Sofá,Frances Salón Sillería,SofáS8Frances  Salón  Sillería  Sofá Luis XVI blanco y oro tapizado damasco117x52x102Añadir al presupuesto,117x52x102,https://atrezzovazquez.es/admin/img_prod/S8/S8-1-720x540.png
940,ILU8,Iluminación,Cine,IluminaciónILU8Cine  Caja porta pantallas de iluminación109x19x42Añadir al presupuesto,109x19x42,https://atrezzovazquez.es/admin/img_prod/ILU8/ILU8-720x540.png
941,PV8,Pie de vela,Candelero Iglesia Medieval,Pie de velaPV8Candelero  Iglesia  Medieval  Candelero de suelo 1 luz con faldón cruces50x50x180Añadir al presupuesto,50x50x180,https://atrezzovazquez.es/admin/img_prod/PV8/PV8 (HAY 2) 720x540.png
942,SEC8,Secreter,Jacobino Salón,SecreterSEC8Jacobino  Salón  Secreter jacobino nogal tallado borde rizado83x40x100Añadir al presupuesto,83x40x100,https://atrezzovazquez.es/admin/img_prod/SEC8/SEC8 720x540.png
943,VI8,Vitrina,Comedor Inglesa Salón,VitrinaVI8Comedor  Inglesa  Salón  Vitrina inglesa nogal puerta cristal viselado72x37x185Añadir al presupuesto,72x37x185,https://atrezzovazquez.es/admin/img_prod/VI8/VI8-1-720x540.png
944,PEL8,Peluquería,,PeluqueríaPEL8Sillones de barbero antiguos reclinables hierro tapizados skay azul70x90x100Añadir al presupuesto,70x90x100,https://atrezzovazquez.es/admin/img_prod/PEL8/PEL8-1-720x540.png
945,SR8,Silla de ruedas,Hospital,Silla de ruedasSR8Hospital  Silla de ruedas plegable tapizada terciopelo marrón1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/SR8/SR8-1-720x540.png
946,PC8,Pizarra,Colegio Despacho,PizarraPC8Colegio  Despacho  Pizarra blanca Villeda con marco125x5x80Añadir al presupuesto,125x5x80,https://atrezzovazquez.es/admin/img_prod/PC8/PC8-720x540.png
947,BUZ8,Buzones,Calle,BuzonesBUZ8Calle  Buzón de correos hierro gris60x60x173Añadir al presupuesto,60x60x173,https://atrezzovazquez.es/admin/img_prod/BUZ8/BUZ8-720x540.png
948,ADP8,Animales disecados en panoplia,,Animales disecados en panopliaADP8Panoplia con cuernos de ciervo55x40x80Añadir al presupuesto,55x40x80,https://atrezzovazquez.es/admin/img_prod/ADP8/ADP8-720x540.png
949,CAM8,Cámara fotos y vídeo,Proyectores de super ocho,Cámara fotos y vídeoCAM8Proyectores de super ocho  Proyector 8mm EUMIC1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/CAM8/CAM8-720x540.png
950,JUZ8,Juzgado,Juzgados,JuzgadoJUZ8Juzgados  Barandilla de juzgado balaustres nogal de 1´30 metros130x70x85Añadir al presupuesto,130x70x85,https://atrezzovazquez.es/admin/img_prod/JUZ8/JUZ8-720x540.png
951,QIN8,Quinqués,,QuinquésQIN8Quinqué cristal verde1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/QIN8/QIN8-720x540.png
952,MOU8,Mobiliario urbano,Calle,Mobiliario urbanoMOU8Calle  Papelera de calle redonda con pie0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/MOU8/MOU8-1-720x540.png
953,LOG8,Logicine,Jarrón,LogicineLOG8Jarrón  Jarrón grande panzudo dorado55x55x60Añadir al presupuesto,55x55x60,https://atrezzovazquez.es/admin/img_prod/LOG8/JAR161-1-logicine-720x540.png
954,CDM8,Centro de mesa,Adorno,Centro de mesaCDM8Adorno  Centro de mesa cobre y metal0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/CDM8/CDM8-720x540.png
955,PAP8,Papelera,,PapeleraPAP8Papelera de acero redonda0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/PAP8/PAP8-720x540.png
956,FIG8,Figuras,Adorno,FigurasFIG8Adorno  Figura de chapa negra gallina0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/FIG8/FIG8-720x540.png
957,PLA8,Playa,Hamaca Jardín,PlayaPLA8Hamaca  Jardín  Hamaca de madera Mid Century tela rayas0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/PLA8/PLA8-1-720x540.png
958,REG8,Religión,Cruces Religioso,ReligiónREG8Cruces  Religioso  Crucifijo de pared Cristo plateado0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/REG8/REG8-720x540.png
959,RU8,Rural,Rústico,RuralRU8Rústico  Polipasto de 2 poleas de 28cm0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/RU8/RU8-720x540.png
960,ALA9,Alacena,Cocina,AlacenaALA9Cocina  Alacena de colgar con puertas celosía67x34x57Añadir al presupuesto,67x34x57,https://atrezzovazquez.es/admin/img_prod/ALA9/ALA9-720x540.png
961,ALF9,Alfombra,Comedor Frances Salón,AlfombraALF9Comedor  Frances  Salón  Alfombra francesa redonda dibujos azules140x140x1Añadir al presupuesto,140x140x1,https://atrezzovazquez.es/admin/img_prod/ALF9/ALF9-720x540.png
962,AFC9,Alfombra de cama,Comedor,Alfombra de camaAFC9Comedor  Alfombrín de cama pelo lana rojo flores120x63x1Añadir al presupuesto,120x63x1,https://atrezzovazquez.es/admin/img_prod/AFC9/AFC9-720x540.png
963,AP9,Aparador,Comedor Estilo mil novecientos,AparadorAP9Comedor  Estilo mil novecientos  Trinchero 1900 claro con estante y copete109x50x160Añadir al presupuesto,109x50x160,https://atrezzovazquez.es/admin/img_prod/AP9/AP9-1-720x540.png
964,ARC9,Arcon,Palacio,ArconARC9Palacio  Arcón tapa piramidal tapizado damasco y oro83x32x60Añadir al presupuesto,83x32x60,https://atrezzovazquez.es/admin/img_prod/ARC9/ARC009-1-720x540.png
965,AR9,Armario,Dormitorio,"ArmarioAR9Dormitorio  Armario roble 2 puertas,una con espejo y cajones130x54x227Añadir al presupuesto",130x54x227,https://atrezzovazquez.es/admin/img_prod/AR9/AR9-720x540.png
966,ARM9,Armero,Gótico,ArmeroARM9Gótico  Porta-lanzas gótico recortado94x24x116Añadir al presupuesto,94x24x116,https://atrezzovazquez.es/admin/img_prod/ARM9/ARM9-1-720x540.png
967,ATD9,Ataud,,AtaudATD9Ataúd de niño ambientado98x42x32Añadir al presupuesto,98x42x32,https://atrezzovazquez.es/admin/img_prod/ATD9/ATD9-1-720x540.png
968,ATR9,Atril,Religioso,AtrilATR9Religioso  Atril-facistol nogal cerrado66x40x110Añadir al presupuesto,66x40x110,https://atrezzovazquez.es/admin/img_prod/ATR9/ATR9-1-720x540.png
969,BAC9,Banco,,BancoBAC9Banco tapizado patas torneadas115x38x40Añadir al presupuesto,115x38x40,https://atrezzovazquez.es/admin/img_prod/BAC9/BAC9-2-720x540.png
970,BAN9,Banqueta,,BanquetaBAN9Banqueta tapas rectas asiento tapizado80x40x45Añadir al presupuesto,80x40x45,https://atrezzovazquez.es/admin/img_prod/BAN9/BAN9-1-720x540.png
971,M9,Mesa,Forja Jardín,MesaM9Forja  Jardín  Mesa de jardín forja blanca tapa fibra80x80x73Añadir al presupuesto,80x80x73,https://atrezzovazquez.es/admin/img_prod/M9/M9-1-720x540.png
972,BA9,Baño,Bañera,BañoBA9Bañera  Bañera de empotrar blanca120x70x41Añadir al presupuesto,120x70x41,https://atrezzovazquez.es/admin/img_prod/BA9/BA9-720x540.png
973,BAR9,Bargueño,Español,BargueñoBAR9Español  Bargueño nogal tapa marquetería con mesa73x35x130Añadir al presupuesto,73x35x130,https://atrezzovazquez.es/admin/img_prod/BAR9/BAR9-1-720x540.png
974,BRL9,Barril,Bidón,BarrilBRL9Bidón  Bidón de chapa pintado gris60x60x150Añadir al presupuesto,60x60x150,https://atrezzovazquez.es/admin/img_prod/BRL9/BRL9-720x540.png
975,BAS9,Bascula,Tienda,BasculaBAS9Tienda  Balanza de mesa nogal con 2 platillos metal48x20x20Añadir al presupuesto,48x20x20,https://atrezzovazquez.es/admin/img_prod/BAS9/BAS9-720x540.png
976,BAU9,Baul,Almacenaje Viaje,BaulBAU9Almacenaje  Viaje  Baúl madera y chapa con patas80x44x60Añadir al presupuesto,80x44x60,https://atrezzovazquez.es/admin/img_prod/BAU9/BAU9-1-720x540.png
977,BEB9,Bebé,Descatalogado,BebéBEB9Descatalogado  0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/BEB9/LOGOTIPO VAZQUEZ- 720x540.png
978,PER9,Perchero,Italiano Recibidor,PercheroPER9Italiano  Recibidor  Perchero de pared italiano formica con cuadro y espejo88x10x185Añadir al presupuesto,88x10x185,https://atrezzovazquez.es/admin/img_prod/PER9/PER9-720x540.png
979,ESC9,Escaleras,,EscalerasESC9Escalera rústica de 1 subida de madera39x6x260Añadir al presupuesto,39x6x260,https://atrezzovazquez.es/admin/img_prod/ESC9/ESC9-720x540.png
980,BIO9,Biombo,Dormitorio Forja Jardín,BiomboBIO9Dormitorio  Forja  Jardín  Biombo 3 hojas de forja pintado dorado165x4x170Añadir al presupuesto,165x4x170,https://atrezzovazquez.es/admin/img_prod/BIO9/BIO9-720x540.png
981,BRA9,Brasero,Calefaccion,BraseroBRA9Calefaccion  Brasero bajo pletina hierro con patas35x35x40Añadir al presupuesto,35x35x40,https://atrezzovazquez.es/admin/img_prod/BRA9/BRA9-1-720x540.png
982,CAB9,Caballete,Pintor,CaballeteCAB9Pintor  Caballete de pintor negro 3 pies52x52x156Añadir al presupuesto,52x52x156,https://atrezzovazquez.es/admin/img_prod/CAB9/CAB9-720x540.png
983,CAR9,Caja registradora,Tienda,Caja registradoraCAR9Tienda  Caja registradora NCR sin cajón37x42x20Añadir al presupuesto,37x42x20,https://atrezzovazquez.es/admin/img_prod/CAR9/CAR9-720x540.png
984,CAJ9,Caja,Almacenaje Cajas,CajaCAJ9Almacenaje  Cajas  Cajón de embalaje de madera asas cuerda95x44x59Añadir al presupuesto,95x44x59,https://atrezzovazquez.es/admin/img_prod/CAJ9/CAJ9-720x520.png
985,CA9,Cama,Años setenta Cabecero Dormitorio,CamaCA9Años setenta  Cabecero  Dormitorio  Cabecero tapizado capitoné crema con mesillas252x15x94Añadir al presupuesto,252x15x94,https://atrezzovazquez.es/admin/img_prod/CA9/CA9-720x540.png
986,REC9,Reclinatorio,Enea Iglesia Religioso,ReclinatorioREC9Enea  Iglesia  Religioso  Reclinatorio madera y enea con cojín terciopelo verde49x44x89Añadir al presupuesto,49x44x89,https://atrezzovazquez.es/admin/img_prod/REC9/REC9-1-720x540.png
987,CARR9,Carretilla,Profesiones,CarretillaCARR9Profesiones  Carro de torero con cuernos100x55x104Añadir al presupuesto,100x55x104,https://atrezzovazquez.es/admin/img_prod/CARR9/CARR009 copia.jpg
988,CSE9,Carro de servicio,Cocina Comedor Salón,Carro de servicioCSE9Cocina  Comedor  Salón  Carro de servicio metal y formica con asas y ruedas grandes62x40x70Añadir al presupuesto,62x40x70,https://atrezzovazquez.es/admin/img_prod/CSE9/CSE9-1-720x540.png
989,CH9,Chaiselongue,Descatalogado,ChaiselongueCH9Descatalogado  Descatalogado1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/CH9/LOGOTIPO VAZQUEZ- 720x540.png
990,CO9,Cocinas,Electrodomestico Cocina,CocinasCO9Electrodomestico  Cocina  Cocina de gas de mesa 3 fuegos con horno53x50x45Añadir al presupuesto,53x50x45,https://atrezzovazquez.es/admin/img_prod/CO9/CO9-720x540.png
991,COM9,Comoda,Dormitorio,ComodaCOM9Dormitorio  Cómoda nogal 4 cajones con marquetería en un cajón y tapa mármol121x61x104Añadir al presupuesto,121x61x104,https://atrezzovazquez.es/admin/img_prod/COM9/COM9-1-720x540.png
992,CON9,Consola,Inglesa Recibidor,ConsolaCON9Inglesa  Recibidor  Consola inglesa medio punto nogal88x44x75Añadir al presupuesto,88x44x75,https://atrezzovazquez.es/admin/img_prod/CON9/CON9-1-720x540.png
993,COS9,COS9,Costurero,COS9Costurero  Costurero isabelino en claro con espejo interior53x36x67Añadir al presupuesto,53x36x67,https://atrezzovazquez.es/admin/img_prod/COS9/COS09.bmp
994,CU9,Cuadro,Retratos,CuadroCU9Retratos  Cuadro marco liso marrón fotografía Sísifo (Autor Tiziano)183x10x205Añadir al presupuesto,183x10x205,https://atrezzovazquez.es/admin/img_prod/CU9/CU9-720x540.png
995,ANU9,Carteles y anuncios,Tienda,Carteles y anunciosANU9Tienda  Cartel antiguo chapa anuncio americano15x1x15Añadir al presupuesto,15x1x15,https://atrezzovazquez.es/admin/img_prod/ANU9/ANU9-720x540.png
996,ESP9,Espejo,Dormitorio Salón,EspejoESP9Dormitorio  Salón  Espejo marco terciopelo rojo aplicaciones metal100x5x165Añadir al presupuesto,100x5x165,https://atrezzovazquez.es/admin/img_prod/ESP9/ESP9-720x540.png
997,ES9,Estanteria,Rústico,EstanteriaES9Rústico  Estanteria rustica acuñada82x22x167Añadir al presupuesto,82x22x167,https://atrezzovazquez.es/admin/img_prod/ES9/ES9-1-720x540.png
998,EST9,Estufa,Calefaccion,EstufaEST9Calefaccion  Estufa chubesqui hierro 3 patas22x22x50Añadir al presupuesto,22x22x50,https://atrezzovazquez.es/admin/img_prod/EST9/EST9-720x540.png
999,ESTAT9,Estatua,Religioso,EstatuaESTAT9Religioso  Estatua Ángel de piedra (peana 26x26)36x30x105Añadir al presupuesto,36x30x105,https://atrezzovazquez.es/admin/img_prod/ESTAT9/ESTAT9-1-720x540.png
1000,GN9,Galan de noche,Dormitorio,Galan de nocheGN9Dormitorio  Galán de noche pie tubo niquelado y madera40x40x110Añadir al presupuesto,40x40x110,https://atrezzovazquez.es/admin/img_prod/GN9/GN9-1-720x540.png
1001,AGU9,Aguamaniles,Dormitorio,AguamanilesAGU9Dormitorio  Aguamanil loza blanca liso pequeño1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/AGU9/AGU9-720x450.png
1002,F9,Fichero,Americano Despacho,FicheroF9Americano  Despacho  Fichero madera claro de persiana42x36x120Añadir al presupuesto,42x36x120,https://atrezzovazquez.es/admin/img_prod/F9/F9-1-720x540.png
1003,MUS9,Instrumentos musicales,Piano Musica,Instrumentos musicalesMUS9Piano  Musica  Piano de pared auténtico nogal con columnas130x60x120Añadir al presupuesto,130x60x120,https://atrezzovazquez.es/admin/img_prod/MUS9/MUS9-720x540.png
1004,ADO9,Adornos,Salón,AdornosADO9Salón  Adorno pared loza mariposa colores1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/ADO9/ADO9-720x540.png
1005,DPT9,Deporte,Gimnasio,DeporteDPT9Gimnasio  Cama elástica redonda100x100x30Añadir al presupuesto,100x100x30,https://atrezzovazquez.es/admin/img_prod/DPT9/DPT9-1-720x540.png
1006,LAM9,Lámpara,Lámpara de mesa Salón,LámparaLAM9Lámpara de mesa  Salón  Lámpara de mesa cobre peana redonda1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/LAM9/LAM9-720x540.png
1007,FUM9,Artículos de fumador,Cenicero,Artículos de fumadorFUM9Cenicero  Cenicero cuero repujado1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/FUM9/FUM9-720x540.png
1008,ASP9,Aspiradoras,Electrodomestico,AspiradorasASP9Electrodomestico  Aspiradora azul oscuro recta1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/ASP9/ASP9-720x540.png
1009,AZP9,Azulejos y platos de pared,Decoración,Azulejos y platos de paredAZP9Decoración  Platos de colgar de pared diferentes1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/AZP9/AZP9-720x540.png
1010,BAD9,Bandejas,,BandejasBAD9Bandeja grande antigua borde metal calado con asas1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/BAD9/BAD9-720x540.png
1011,BYC9,Atrezzo de bar y cafetería,Bar y cafetería,Atrezzo de bar y cafeteríaBYC9Bar y cafetería  Botellas cristal caramelo1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/BYC9/BYC9(BAR9-720x540).png
1012,COL9,Atrezzo colegio,Colegio,Atrezzo colegioCOL9Colegio  Cartera colegio amarilla1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/COL9/COL9-720x540.png
1013,DES9,Atrezzo despacho,Despacho Escribanías y tinteros,Atrezzo despachoDES9Despacho  Escribanías y tinteros  Escribanía metal gótica 4 piezas1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/DES9/DES9-720x540.png
1014,CST9,Moda y costura,Costurero,Moda y costuraCST9Costurero  Costurero de madera plegable de mano1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/CST9/CST9-720x540.png
1015,CEM9,Cementerio,Cruces,CementerioCEM9Cruces  Cruz de cementerio figurada mármol42x21x125Añadir al presupuesto,42x21x125,https://atrezzovazquez.es/admin/img_prod/CEM9/CEM9-1-720x540.png
1016,CHI9,Chimenea,,ChimeneaCHI9Par de morillos de hierro forja1x1x88Añadir al presupuesto,1x1x88,https://atrezzovazquez.es/admin/img_prod/CHI9/CHI9-720x540.png
1017,CRI9,Cristalería,,CristaleríaCRI9Copas cristal de champan altas1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/CRI9/CRI9-720x540.png
1018,MC9,Macetero,Columna Jardín,MaceteroMC9Columna  Jardín  Columna escayola cuadrada pintada20x20x100Añadir al presupuesto,20x20x100,https://atrezzovazquez.es/admin/img_prod/MC9/MC9-1-720x540.png
1019,ME9,Mesilla,Dormitorio,MesillaME9Dormitorio  Mesilla blanca y oro 2 cajones50x33x57Añadir al presupuesto,50x33x57,https://atrezzovazquez.es/admin/img_prod/ME9/ME9-1-720x540.png
1020,VET9,Ventilador,,VentiladorVET9Ventilador de mesa aspas marrones1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/VET9/VET9-720x540.png
1021,REL9,Reloj,Salón,RelojREL9Salón  Reloj de pared madera 2 columnas esfera dorada cristal dibujo oro1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/REL9/REL9-720x540.png
1022,TEL9,Telefonía,,TelefoníaTEL9Teléfono de pared madera antiguo figurado0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/TEL9/TLF9-720x540.png
1023,MYN9,Maletas y neceseres de viaje,Viaje,Maletas y neceseres de viajeMYN9Viaje  Maleta antigua cuero claro bordes cuero y cierres metal45x35x25Añadir al presupuesto,45x35x25,https://atrezzovazquez.es/admin/img_prod/MYN9/MYN9-720x540.png
1024,MYC9,Maletines y carteras,,Maletines y carterasMYC9Carteras de cuero0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/MYC9/MYC9-720x540.png
1025,LYR9,Libros y revistas,,Libros y revistasLYR9Libros antiguos encuadernación rústica0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/LYR9/LYR9-720x540.png
1026,TOC9,Objetos de tocador,Tocador,Objetos de tocadorTOC9Tocador  Juego de tocador de plástico (5 piezas)0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/TOC9/TOC9-720x540.png
1027,VAJ9,Vajilla,Cocina,VajillaVAJ9Cocina  Platos loza borde greca0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/VAJ9/VAJ9-720x540.png
1028,JUG9,Juguetes,Juguete,JuguetesJUG9Juguete  Juego antiguo Exin Astro con su caja0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/JUG9/JUG9-720x540.png
1029,JAR9,Jarrones y jarras,Adorno Decoración Salón,Jarrones y jarrasJAR9Adorno  Decoración  Salón  Jarra baja barro vidriado forma azul y verde0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/JAR9/JAR9-720x540.png
1030,CF9,Caja fuerte,,Caja fuerteCF9Caja fuerte crema con rueda37x25x42Añadir al presupuesto,37x25x42,https://atrezzovazquez.es/admin/img_prod/CF9/CF9-1-720x540.png
1031,TYV9,Televisores y vídeos,Televisor,"Televisores y vídeosTYV9Televisor  Televisión LCD plano Saivod 26""80x24x47Añadir al presupuesto",80x24x47,https://atrezzovazquez.es/admin/img_prod/TYV9/TYV9 720x540.png
1032,MYS9,Tocadiscos y altavoces,Altavoces Electrónica Musica Sonido,Tocadiscos y altavocesMYS9Altavoces  Electrónica  Musica  Sonido  Altavoces altos caja madera negra0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/MYS9/MYS9-720x540.png
1033,TP9,Tapices y estandartes,Palacio,Tapices y estandartesTP9Palacio  Repostero pintado Águila franquista140x0x140Añadir al presupuesto,140x0x140,https://atrezzovazquez.es/admin/img_prod/TP9/TP9 (ESD002-720X540).png
1034,ML9,Librería,Despacho Jacobino,LibreríaML9Despacho  Jacobino  Libería despacho jacobina puerta central cristal210x54x200Añadir al presupuesto,210x54x200,https://atrezzovazquez.es/admin/img_prod/ML9/ML9-720x540.png
1035,MED9,Atrezzo medicina,Hospital Medicina,Atrezzo medicinaMED9Hospital  Medicina  Aparato audífono con su caja0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/MED9/MED9-720x540.png
1036,HOS9,Hospitales,Medicina Hospital,HospitalesHOS9Medicina  Hospital  Cama de hospital tubo blanco somier articulado0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/HOS9/HOS9 720x540.png
1037,VAA9,Atrezzo vario,,Atrezzo varioVAA9Juego de ganzúas con aro0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/VAA9/VAA9-720x540.png
1038,GRA9,Gramófonos y gramolas,Musica,Gramófonos y gramolasGRA9Musica  Gramófono caja nogal marquetería con bocina0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/GRA9/GRA9-720x540.png
1039,ARA9,Atrezzo Árabe,Arabe,Atrezzo ÁrabeARA9Arabe  Farol árabe metal calado23x23x45Añadir al presupuesto,23x23x45,https://atrezzovazquez.es/admin/img_prod/ARA9/ARA9-1-720x540.png
1040,AST9,Atrezzo astronomia,Astronomía,Atrezzo astronomiaAST9Astronomía  Esfera armilar con pie de madera20x20x30Añadir al presupuesto,20x20x30,https://atrezzovazquez.es/admin/img_prod/AST9/AST9-1-720x540.png
1041,SI9,Sillón,Frances Navidad Salón Sillería,SillónSI9Frances  Navidad  Salón  Sillería  Sillón Luis XV dorado tapizado terciopelo rojo64x55x110Añadir al presupuesto,64x55x110,https://atrezzovazquez.es/admin/img_prod/SI9/SI9-1-720x540.png
1042,RAD9,Radios,,RadiosRAD9Radio antigua caja madera frontal baquelita1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/RAD9/RAD9-720x540.png
1043,JAM9,Jamuga,Medieval,JamugaJAM9Medieval  Jamuga de listones con respaldo60x50x70Añadir al presupuesto,60x50x70,https://atrezzovazquez.es/admin/img_prod/JAM9/JAM9-1 (HAY 4)-720x540.png
1044,MV9,Muebles varios,Años setenta Mueble bar,Muebles variosMV9Años setenta  Mueble bar  Mueble bar embero con patas tubo71x32x120Añadir al presupuesto,71x32x120,https://atrezzovazquez.es/admin/img_prod/MV9/MV9-1-720x540.png
1045,JAU9,Jaula,,JaulaJAU9Jaula japonesa varilla blanca1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/JAU9/JAU9-720x540.png
1046,JUE9,Juego,Bar y cafetería,JuegoJUE9Bar y cafetería  Máquina de juego MASTHER60x77x170Añadir al presupuesto,60x77x170,https://atrezzovazquez.es/admin/img_prod/JUE9/JUE9-1-720x540.png
1047,SIL9,Silla,Frances Sillería,SillaSIL9Frances  Sillería  Silla Luis XIV dorada tapizada terciopelo rojo50x46x105Añadir al presupuesto,50x46x105,https://atrezzovazquez.es/admin/img_prod/SIL9/SIL9-1-720x540.png
1048,MEC9,Mecedora,,MecedoraMEC9Sillón basculante balaustres con cojines63x80x96Añadir al presupuesto,63x80x96,https://atrezzovazquez.es/admin/img_prod/MEC9/MEC9-1-720x540.png
1049,MOS9,Mostrador,Tienda,MostradorMOS9Tienda  Mesa con vitrina145x86x90Añadir al presupuesto,145x86x90,https://atrezzovazquez.es/admin/img_prod/MOS9/MOS9-1-720x540.png
1050,S9,Sofá,Frances Salón Sillería,SofáS9Frances  Salón  Sillería  Sofá Luis XIV dorado tapizado rojo130x55x110Añadir al presupuesto,130x55x110,https://atrezzovazquez.es/admin/img_prod/S9/S9-1-720x540.png
1051,ILU9,Iluminación,,IluminaciónILU9Pantalla fluorescente gris punta plana de 11x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/ILU9/ILU9-720X540.png
1052,PV9,Pie de vela,Hachero Iglesia Medieval,Pie de velaPV9Hachero  Iglesia  Medieval  Hachero de suelo alto 3 luces en aro0x0x0Añadir al presupuesto,0x0x0,https://atrezzovazquez.es/admin/img_prod/PV9/PV9-720x540.png
1053,SEC9,Secreter,Inglesa Salón,SecreterSEC9Inglesa  Salón  Secreter nogal liso 3 cajones100x45x110Añadir al presupuesto,100x45x110,https://atrezzovazquez.es/admin/img_prod/SEC9/SEC9-1-720x540.png
1054,VI9,Vitrina,Comedor Modernista Salón,VitrinaVI9Comedor  Modernista  Salón  Vitrina modernista clara puerta cristal44x33x145Añadir al presupuesto,44x33x145,https://atrezzovazquez.es/admin/img_prod/VI9/VI9 (HAY 2) 720x540.png
1055,PEL9,Peluquería,Giratorio,PeluqueríaPEL9Giratorio  Sillones de peluquería pie niquelado giratorios tapizados skay corinto51x59x78Añadir al presupuesto,51x59x78,https://atrezzovazquez.es/admin/img_prod/PEL9/PEL9-1-720x540.png
1056,SR9,Silla de ruedas,Hospital,Silla de ruedasSR9Hospital  Silla de ruedas plegable antigua tapizada marrón1x1x1Añadir al presupuesto,1x1x1,https://atrezzovazquez.es/admin/img_prod/SR9/SR9-720x540.png
1057,PC9,Pizarra,Colegio Despacho,PizarraPC9Colegio  Despacho  Pizarra de corcho marco aluminio150x5x100Añadir al presupuesto,150x5x100,https://atrezzovazquez.es/admin/img_prod/PC9/PC9-720x540.png
